id,parent_asin,product_title,rating,title,text,helpful_vote,label,images,asin,user_id,timestamp,verified_purchase,has_product,text_length
45,B0911LPT37,"Mikasa Napoli Glass Serving Bowl, 10.75-Inch, Clear",2,Fragile and not practical for regular use,"This bowl looks elegant, sure, but it’s way too delicate. Mine chipped after just one use during a family dinner. For something this fragile, I expected more durability. Definitely not worth the hassle.",3,Machine Generated,,,,,,,
46,B0B58GYJ6V,,5,Great product,Great French press.  I took this one to work.  Love the foam I’m able to make .,0,Real,[],B07XCLBYZ2,AEDVHUV64LJTF3EIRX7JMLZW5IUQ,1.60635E+12,TRUE,TRUE,79
47,B09CQ62WNT,"CHUN YI Stretch Sectional Couch Covers Soft L Shaped Sofa Slipcovers with Elastic Bottom , Jacquard Chaise Lounge Set for Living Room 2 Seat Sofa (Left Chaise,Camel)",2,Doesn't Fit as Expected,"The material is soft and the color (Camel) looks nice, BUT it was a struggle to get it to fit my sectional properly. The elastic bottom didn’t stay in place, and it kept sliding off. Disappointing for the price.",3,Machine Generated,,,,,,,
48,B07W14LC9P,,1,Not great,If you’re using for sugar cookies the seam is too tick and makes icing curl.,0,Real,[],B07W14LC9P,AGG44SMKZCWU5GCWB34LNTZLOB5Q,1.65264E+12,TRUE,TRUE,76
49,B081DNWG7N,"Mr. Coffee Coffee Maker, Programmable Coffee Machine with Auto Pause and Glass Carafe, 5 Cups, Black",2,Not worth it for daily use,"It works, but the build feels flimsy, and the coffee doesn’t stay hot for long. The programmable feature is nice, but the 5-cup size feels too small for mornings. Also, the auto-pause drips a bit.",3,Machine Generated,,,,,,,
50,B07B8SR13Z,"NPS 18"" x 72"" Heavy Duty Seminar Folding Table, Speckled Gray, 700 lb Capacity",4,Sturdy and reliable!,"This table is solid and holds up really well—I used it for a workshop, and it easily supported heavy equipment. The speckled gray finish looks nice too. Only downside is it’s a little heavier than expected, but that’s the trade-off for durability.",6,Machine Generated,,,,,,,
51,B08239Q11R,"JUCFHY Rectangle Table Cloth,Linen Farmhouse Tablecloth Heavy Duty Fabric,Stain-Proof,Water Resistant Washable Table Cloths,Decorative Table Cover for Kitchen and Holiday(60x84 Inch,Light Blue)",3,Decent but not as heavy-duty as expected,"The tablecloth looks nice and the light blue color is lovely, but it’s thinner than I thought for “heavy-duty.” It’s water-resistant as advertised, but stains don’t come off as easily as I hoped. Good for casual use, though.",4,Machine Generated,,,,,,,
52,B074CJVC4N,"Aurora 10"" LUFFIE Praying Lamb - English",4,Adorable but not very plush,The lamb is super cute and the prayer is clear and easy to understand. Perfect for bedtime routines or as a gift! My only gripe is that it’s not as soft and cuddly as I expected for a plush toy.,3,Machine Generated,,,,,,,
53,B0092ZDOA2,"Joyce Chen Red Original Unlimited Kitchen Scissors Handles, Pack-1",5,A kitchen must-have!,"These scissors are AMAZING! The sharp blades cut through everything—chicken, herbs, even packaging—like butter. The red handles are comfy and sturdy, and they feel great in my hand. Perfect for everyday cooking tasks. Can’t believe I waited this long to get them!",7,Machine Generated,,,,,,,
54,B075CNDRFJ,"SLPBABY 100% Natural Pure Silk Pillowcase for Hair and Skin, Both Side 19 Momme Silk, Luxury Smooth Satin Pillowcase Cover with Hidden Zipper (King, Black)",2,Not worth the hype,"Honestly, I expected way more for the price. The silk feels nice but not as luxurious as advertised, and the zipper broke after just a few weeks of use. It also wrinkles easily, which makes it look cheap. Disappointed.",3,Machine Generated,,,,,,,
55,B01NAU6PCG,,3,Not a real patch,Wasn’t a real patch,0,Real,[],B01NAU6PCG,AEX4ZRMS6EUP5G3NCB2FKSIPSKTQ,1.54967E+12,TRUE,TRUE,19
56,B07GZL1G35,"Martin Furniture Fulton Library Bookcase, Fully Assembled, Brown",1,Disappointing Quality for the Price,"The bookcase looks nice at first, but the shelves started sagging after just a few weeks with normal books on them. For the price, I expected WAY better durability. Definitely not worth it.",4,Machine Generated,,,,,,,
57,B081W1KV8J,,5,So easy,Love how easy it slices right thru the core. I also like how it opens to release the core so it makes it very easy to clean.,0,Real,[],B01M70ET7I,AFTEGSUMOQCC4UNFNX6C2Y5AKMDA,1.60969E+12,TRUE,TRUE,124
58,B07ZXQH1PW,"Lasko Oscillating Ceramic Tower Space Heater for Home with Adjustable Thermostat, 2-Speeds, 16 Inches, Silver, 1500W, 5309",3,"Decent, but could be better","The heater works fine for small spaces and heats up quickly, but the oscillation feels a bit uneven. Also, it’s louder than I expected. Not bad for the price, but not amazing either.",4,Machine Generated,,,,,,,
59,B0B9B5V1FN,,3,"Okay, but not thick",Not as thick as it looks in the photo.,1,Real,[],B002NU6HOI,AHPL7QFPOGXZBNGOTKIMIXH6IT7A,1.60728E+12,TRUE,TRUE,38
60,B004Q7EK36,,5,Terrific cups!,These are the best cups for tea ever.  The top keeps the cup warm for a long time.  My husband and I have several of these cups and use every morning for meditation with our cup of tea.  Absolutely fine for coffee lovers too.,1,Real,[],B0017938B6,AE6ONV4JSPEIZS3OTN2LTW4MHSVA,1.49842E+12,TRUE,TRUE,225
61,B0B8133WHT,,5,"My personal favorite, it has a unique curved shape on the ...","My personal favorite, it has a unique curved shape on the underside of its base.  Alone it shows pink and green reflections.  Sip a gold coin under the base arc, and watch the colors transform....",0,Real,[],B008B7UD2O,AFKDCZWZBSCC36U3AHGFY7REMSEA,1.46724E+12,TRUE,TRUE,196
62,B0B3CT972D,,1,Ineffective because they don't stay fixed to the window!,"The windows were washed and wet when the decals were applied. The next morning, most had fallen. Use the kind that don't require we application. They stay on!",0,Real,[],B08J7VMKZG,AEPNTK4JZ2E5USCBRVCALU2LJLOQ,1.65134E+12,TRUE,TRUE,158
63,B08ZDR44HX,"Vilano Springs, Premium Quality, Soft, Wrinkle, Fade, & Stain Resistant, Easy Case, Oversized Quilt Cover Set with 1 Quilt Set and 1 Sham, Twin/Twin XL, Sage Green",4,"Great quality, but slightly oversized","The quilt cover set feels SO soft and is truly wrinkle and fade-resistant, just as advertised. The sage green color is gorgeous! However, it’s a bit larger than expected for a twin bed, so it looks slightly oversized. Still happy with it overall!",7,Machine Generated,,,,,,,
64,B09B3J63QH,,2,Building it,It’s absurd that I purchased a pleasing looking bread box and I have to put it together. Really?,0,Real,[],B08GC4DHTS,AEKWKEOL2RECOFOO3NFZVZ7AUB4A,1.67749E+12,TRUE,TRUE,96
65,B0994K3LDF,,5,It's so quiet!,"I seriously can't believe how quiet this unit runs.  I've had humidifiers in the past that have kept me awake at night.  This one is quiet, sleek, and I love the fact that it has a separate tray for essential oils.  Great value!",0,Real,[],B074MP9DK2,AHEOUCM2VYQYTQL7BCNAS4APAANA,1.54756E+12,TRUE,TRUE,228
66,B0957GRR76,Muji Porcelain Toothbrush Stand (Yellow),5,Simple and stylish!,"This little stand is PERFECT. The yellow color adds a nice pop to my bathroom, and it holds my toothbrush securely without taking up much space. Plus, it’s super easy to clean. Love how minimal and functional it is!",4,Machine Generated,,,,,,,
67,B073W4MQVT,,4,Not very secure,I didnt really like these they were to big but i may have ordered the wrong ones i needed some for cupcakes. I dont like how they lock not very secure,0,Real,[],B073W4MQVT,AEBPM4ZG7FWTGDFTLVNBEW3L2KCA,1.59254E+12,TRUE,TRUE,150
68,B0C4NT32TX,,5,They look great!,These tiny white flowers were exactly what I wanted. They looked great and arrived on time. And I will NEVER have to water them.,0,Real,[],B08VHWHL1T,AEIJ22H5NRNNAQYOW3IXJ7MXEUEA,1.61884E+12,TRUE,TRUE,128
69,B09GXKD3KT,,4,Nice for most Things,"Works for most things, but even the biggest one will not fit my mission tortilla chips bags. They are made of paper And don’t bunch together like plastic does",0,Real,[],B09GXKD3KT,AE6JF7SS5RYP3KZMOXGW647OFM5Q,1.64753E+12,TRUE,TRUE,158
70,B00OBVQ382,,5,A great handy helpful product.,"I love my crock pot I've used it three times and perfect pot roast and vegetables , great whole chicken I just got recipes from Google and very happy with my meals I'm disabled so this helps me a lot no standing just sit and add your meat and clean vegetables and a few hours a meal is done just serve very tasty not dried or burned love it.",17,Real,[],B00OBVQ382,AF7XED7CSBDS3WJED46O6JGDJSMA,1.61048E+12,TRUE,TRUE,341
71,B08LVZ4J96,"AJstyle - Black Wooden Napkin Holder Shaped as a Cute Lady with Dress - Carved Napkin Holders for Tables - Napkin Holders for Kitchen - Cocktail Napkin Holder - Fits napkin sizes from 4.5"" to 5""",1,Disappointing Quality,"The design looked cute online, but the wood feels cheap and rough, not smooth like I expected. It doesn’t sit flat on my table, and the napkins barely fit properly. Definitely not worth the price.",2,Machine Generated,,,,,,,
72,B0BXJ3WR3T,,5,Muy satisfecha,Fácil de limpiar,0,Real,[],B0882YSTVL,AEJ3AFOPBDAH45UH7VFQRVFFJHFA,1.60355E+12,TRUE,TRUE,16
73,B01MXYQOFS,"Etekcity Food Kitchen Scale, Digital Grams and Oz for Cooking, Baking, Weight Loss, Meal Prep, Shipping, and Dieting, 11lb/5kg, White",5,Accurate and super easy to use!,"This scale is a total game-changer! I use it daily for meal prep, baking, and even weighing packages. It’s precise, switches between grams and ounces easily, and the sleek white design looks great in my kitchen. LOVE IT!",7,Machine Generated,,,,,,,
74,B0BX48JLS2,,5,Great teapot,Loved the size.  Looks pretty.  Keeps tea warm.,0,Real,[],B000BU7U9I,AEQRP2M3JBSZGFDKZWD2P4FSAIEA,1.63922E+12,TRUE,TRUE,47
75,B086542M1D,,5,Good maker,Great value,0,Real,[],B002YI2IG0,AGOC7JRRKTRZWHMUSACIHOLCD77Q,1.56221E+12,TRUE,TRUE,11
76,B0BSR1F2GD,,5,... very customer service focused and made sure I was happy with my purchase,Seller was very customer service focused and made sure I was happy with my purchase. My daughter loves her new mug!,1,Real,[],B07B31HDL1,AF6ABD2DDOH6WT46O6NKKXSIVFRA,1.52782E+12,TRUE,TRUE,115
77,B0BKPK189W,"Smokeless Grill Indoor, CUSIMAX Electric Grill, 1500W Indoor Grill Portable Korean BBQ Grill with LED Smart Display & Tempered Glass Lid, Non-stick Removable Grill Plate, Dishwasher Safe, Black",5,Perfect for Indoor BBQ Nights!,"This grill is AMAZING. It heats up quickly, cooks evenly, and the smokeless feature actually works! Cleaning is a breeze with the removable non-stick plate, and the sleek LED display is so easy to use. Perfect for Korean BBQ nights at home.",7,Machine Generated,,,,,,,
78,B0968DHKN2,,5,"My water keeps cold, sturdy, and pretty!","Love this water bottle!  Both my kids chewed my rubber lid/straw to pieces, so I had to buy a replacement from another company. That's my only minor complaint. Keeps my water so cold, it's perfect!  It's so sturdy, and the colors are pretty.",0,Real,[],B0895S7TXB,AG72O4UNLJWNBVEXU4M7OT644BMQ,1.60576E+12,TRUE,TRUE,241
79,B0BQG36KCM,,4,Four Stars,Not for dolce gosto,0,Real,[],B00KNPJ378,AGLJ7KKX3LV6UDWIV7YAV6M7IW4Q,1.45734E+12,TRUE,TRUE,19
